fsm_execution_ts_sec,current_state,path_ts_sec,map_obj_ts_sec,sig_Phi_0,sig_Phi_1,sig_Intent_R,sig_Intent_F,sig_Intent_L,sig_DWB_0,sig_DWB_1,sig_RWB_0,sig_RWB_1,data_RWB_1_reached_waiting_box,data_RWB_1_hit_point_x_ego_frame,data_RWB_1_hit_point_y_ego_frame,data_RWB_1_distance,sig_CEWB_0,sig_CEWB_1,sig_ENLI_1,data_ENLI_1_stop_line_under_the_ego,data_ENLI_1_distance_from_ego_to_nearest_SL,data_ENLI_1_distance_from_rear_to_nearest_SL,data_ENLI_1_hit_point_x_ego_frame,data_ENLI_1_hit_point_y_ego_frame,sig_HALF_EXLI_1,data_HALF_EXLI_1_crosswalk_under_the_ego,data_HALF_EXLI_1_zebra_hit,data_HALF_EXLI_1_empty_crosswalk_hit,data_HALF_EXLI_1_second_stage,data_HALF_EXLI_1_required_num_sequential_hits,data_HALF_EXLI_1_registered_num_sequential_hits,sig_FULL_EXLI_1,data_FULL_EXLI_1_crosswalk_under_the_ego,data_FULL_EXLI_1_zebra_hit,data_FULL_EXLI_1_empty_crosswalk_hit,data_FULL_EXLI_1_second_stage,data_FULL_EXLI_1_required_num_sequential_hits,data_FULL_EXLI_1_registered_num_sequential_hits,data_FULL_EXLI_1_crosswalk_under_the_ego,data_FULL_EXLI_1_zebra_hit,data_FULL_EXLI_1_empty_crosswalk_hit,data_FULL_EXLI_1_second_stage,data_FULL_EXLI_1_required_num_sequential_hits,data_FULL_EXLI_1_registered_num_sequential_hits,sig_RIF_0,sig_RIF_1
1729486477.234524,IntersectionApproaching,1729486477.062551,1729486477.138981,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,9.872005,12.649183,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.267890,IntersectionApproaching,1729486477.133164,1729486477.206986,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,9.839754,12.616920,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.301589,IntersectionApproaching,1729486477.133164,1729486477.206986,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,9.839754,12.616920,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.334859,IntersectionApproaching,1729486477.200928,1729486477.276590,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,9.731909,12.509020,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.368340,IntersectionApproaching,1729486477.200928,1729486477.276590,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,9.731909,12.509020,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.401708,IntersectionApproaching,1729486477.269405,1729486477.340544,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,9.645831,12.422898,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.435036,IntersectionApproaching,1729486477.334645,1729486477.340544,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,9.645831,12.422898,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.468390,IntersectionApproaching,1729486477.334645,1729486477.404237,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,9.572666,12.349692,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.502079,IntersectionApproaching,1729486477.398708,1729486477.404237,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,9.572666,12.349692,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.535204,IntersectionApproaching,1729486477.398708,1729486477.475499,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,9.462516,12.239484,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.568713,IntersectionApproaching,1729486477.398708,1729486477.475499,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,9.462516,12.239484,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.601995,IntersectionApproaching,1729486477.469573,1729486477.537661,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,9.380163,12.157076,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.635399,IntersectionApproaching,1729486477.469573,1729486477.537661,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,9.380163,12.157076,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.668962,IntersectionApproaching,1729486477.531406,1729486477.604033,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,9.228492,12.005316,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.702258,IntersectionApproaching,1729486477.595836,1729486477.604033,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,9.228492,12.005316,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.735660,IntersectionApproaching,1729486477.595836,1729486477.668725,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,9.066560,11.843289,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.769066,IntersectionApproaching,1729486477.663720,1729486477.668725,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,9.066560,11.843289,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.802389,IntersectionApproaching,1729486477.663720,1729486477.737921,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,8.925702,11.702346,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.836040,IntersectionApproaching,1729486477.732904,1729486477.737921,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,8.925702,11.702346,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.869231,IntersectionApproaching,1729486477.732904,1729486477.809528,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,8.727982,11.504481,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.902598,IntersectionApproaching,1729486477.732904,1729486477.809528,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,8.727982,11.504481,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.936067,IntersectionApproaching,1729486477.803329,1729486477.871235,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,8.581491,11.357882,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486477.969443,IntersectionApproaching,1729486477.803329,1729486477.871235,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,8.581491,11.357882,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.002837,IntersectionApproaching,1729486477.864438,1729486477.946369,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,8.396912,11.173160,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.036295,IntersectionApproaching,1729486477.864438,1729486477.946369,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,8.396912,11.173160,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.069734,IntersectionApproaching,1729486477.864438,1729486478.003881,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,8.277853,11.054018,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.103046,IntersectionApproaching,1729486477.939394,1729486478.003881,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,8.277853,11.054018,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.136401,IntersectionApproaching,1729486477.939394,1729486478.003881,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,8.277853,11.054018,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.169879,IntersectionApproaching,1729486477.997986,1729486478.072419,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,8.081975,10.857978,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.203258,IntersectionApproaching,1729486477.997986,1729486478.141643,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,7.918591,10.694452,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.236782,IntersectionApproaching,1729486478.065814,1729486478.141643,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,7.918591,10.694452,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.270047,IntersectionApproaching,1729486478.134600,1729486478.201378,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,7.767684,10.543412,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.303455,IntersectionApproaching,1729486478.134600,1729486478.201378,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,7.767684,10.543412,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.336835,IntersectionApproaching,1729486478.195289,1729486478.269665,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,7.549053,10.324581,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.370522,IntersectionApproaching,1729486478.195289,1729486478.269665,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,7.549053,10.324581,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.403600,IntersectionApproaching,1729486478.263797,1729486478.337120,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,7.261122,10.036357,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.437116,IntersectionApproaching,1729486478.331531,1729486478.337120,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,7.261122,10.036357,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.470549,IntersectionApproaching,1729486478.331531,1729486478.411450,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,7.011808,9.786756,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.503997,IntersectionApproaching,1729486478.331531,1729486478.411450,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,7.011808,9.786756,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.537251,IntersectionApproaching,1729486478.405230,1729486478.474711,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,6.801111,9.575788,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.570725,IntersectionApproaching,1729486478.405230,1729486478.534011,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,6.567292,9.341650,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.603970,IntersectionApproaching,1729486478.468853,1729486478.534011,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,6.567292,9.341650,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.637366,IntersectionApproaching,1729486478.468853,1729486478.534011,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,6.567292,9.341650,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.670805,IntersectionApproaching,1729486478.528640,1729486478.606377,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,6.345486,9.119527,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.704311,IntersectionApproaching,1729486478.528640,1729486478.606377,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,6.345486,9.119527,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.737539,IntersectionApproaching,1729486478.599995,1729486478.671707,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,6.148645,8.922386,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.771165,IntersectionApproaching,1729486478.599995,1729486478.671707,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,6.148645,8.922386,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.804345,IntersectionApproaching,1729486478.665833,1729486478.737816,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,5.988645,8.762106,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.837756,IntersectionApproaching,1729486478.665833,1729486478.737816,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,5.988645,8.762106,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.871134,IntersectionApproaching,1729486478.731287,1729486478.805366,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,5.781498,8.554555,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.904592,IntersectionApproaching,1729486478.799682,1729486478.805366,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,5.781498,8.554555,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.938085,IntersectionApproaching,1729486478.799682,1729486478.877907,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,5.601624,8.374315,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486478.971371,IntersectionApproaching,1729486478.799682,1729486478.877907,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,5.601624,8.374315,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.004701,IntersectionApproaching,1729486478.872465,1729486478.936682,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,5.458611,8.231009,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.038134,IntersectionApproaching,1729486478.872465,1729486478.936682,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,5.458611,8.231009,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.071589,IntersectionApproaching,1729486478.872465,1729486479.008289,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,5.307652,8.079728,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.104939,IntersectionApproaching,1729486478.931307,1729486479.008289,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,5.307652,8.079728,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.138659,IntersectionApproaching,1729486479.001288,1729486479.069358,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,5.141908,7.913544,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.171689,IntersectionApproaching,1729486479.001288,1729486479.069358,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,5.141908,7.913544,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.205166,IntersectionApproaching,1729486479.063138,1729486479.137934,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,4.950724,7.721834,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.238473,IntersectionApproaching,1729486479.063138,1729486479.137934,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,4.950724,7.721834,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.271895,IntersectionApproaching,1729486479.131967,1729486479.204299,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,4.729290,7.499706,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.305267,IntersectionApproaching,1729486479.131967,1729486479.204299,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,4.729290,7.499706,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.338672,IntersectionApproaching,1729486479.197832,1729486479.274629,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,4.503422,7.273068,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.372038,IntersectionApproaching,1729486479.197832,1729486479.274629,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,4.503422,7.273068,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.405486,IntersectionApproaching,1729486479.267846,1729486479.343062,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,4.253836,7.022504,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.438842,IntersectionApproaching,1729486479.267846,1729486479.343062,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,4.253836,7.022504,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.472220,IntersectionApproaching,1729486479.336903,1729486479.406612,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,3.957190,6.724464,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.505631,IntersectionApproaching,1729486479.336903,1729486479.406612,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,3.957190,6.724464,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.539215,IntersectionApproaching,1729486479.336903,1729486479.473324,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,3.673799,6.439479,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.572464,IntersectionApproaching,1729486479.401103,1729486479.537082,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,3.456368,6.220620,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.605828,IntersectionApproaching,1729486479.468554,1729486479.537082,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,3.456368,6.220620,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.639356,IntersectionApproaching,1729486479.468554,1729486479.537082,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,3.456368,6.220620,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.672652,IntersectionApproaching,1729486479.468554,1729486479.603927,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,3.198138,5.960381,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.706158,IntersectionApproaching,1729486479.468554,1729486479.603927,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,3.198138,5.960381,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.739621,IntersectionApproaching,1729486479.537082,1729486479.672021,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,2.950082,5.709974,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.772995,IntersectionApproaching,1729486479.537082,1729486479.672021,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,2.950082,5.709974,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.806350,IntersectionApproaching,1729486479.603927,1729486479.737182,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,2.760394,5.518174,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.839847,IntersectionApproaching,1729486479.603927,1729486479.737182,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,2.760394,5.518174,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.873381,IntersectionApproaching,1729486479.672021,1729486479.807029,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,2.481569,5.235521,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.906570,IntersectionApproaching,1729486479.672021,1729486479.807029,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,2.481569,5.235521,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.939950,IntersectionApproaching,1729486479.737182,1729486479.871006,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,2.095131,4.841619,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486479.973343,IntersectionApproaching,1729486479.737182,1729486479.939987,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,1.771757,4.508999,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486480.006714,IntersectionApproaching,1729486479.807029,1729486479.939987,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,1.771757,4.508999,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486480.040062,IntersectionApproaching,1729486479.933269,1729486480.002964,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,1.535282,4.262689,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486480.073574,IntersectionApproaching,1729486479.933269,1729486480.002964,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,1.535282,4.262689,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486480.106841,IntersectionApproaching,1729486479.998381,1729486480.074114,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,1.320450,4.035284,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486480.140199,IntersectionApproaching,1729486479.998381,1729486480.074114,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,1.320450,4.035284,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486480.173641,IntersectionApproaching,1729486480.067873,1729486480.134451,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,1,true,1.067213,3.759984,-2.780000,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486480.207045,IntersectionForward,1729486480.067873,1729486480.134451,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,false,3,1,false,0,0,false,0,0,-,-
1729486480.240269,IntersectionForward,1729486480.129822,1729486480.134451,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,false,3,2,false,0,0,false,0,0,-,-
